X,Y
2.3037191427902646,2.6612393798636025
2.303080535981354,2.6528216273592666
2.3055856915655633,2.646726105077099
2.3049032000500875,2.6395469784093613
2.304161154456979,2.6316853040780197
2.303039725613819,2.621619943529603
2.3050208995969586,2.614877921731941
2.3034905854136674,2.6049263896335058
2.3018769354823276,2.595187854711202
2.3005387354536833,2.5877010145118806
2.302365640975932,2.5827033338932437
2.300995367845582,2.575455617977177
2.2994457446163303,2.567679961538032
2.297653235663035,2.5590044949639936
2.299309086817472,2.5552207133102307
2.2968448146304965,2.5437022307720594
2.2945638255002483,2.533221330892594
2.2929119265709463,2.526117862566834
2.2640299418733196,2.53778887641769
2.262016611339322,2.529252332275301
2.259996223354112,2.5207207703477557
2.2576340736117104,2.5121240126464177
2.22963921989795,2.524379037299867
2.2277313427588767,2.5170138838091423
2.225713483480442,2.50923106055824
2.2231561381094123,2.4994118722851764
2.2274762720534333,2.4892401597696443
2.2254205528215323,2.481038451974721
2.223357076478199,2.4723699900591067
2.2218405242363373,2.4656636787534265
2.220204437817206,2.4582262476860297
2.2211118753996204,2.4467017927121177
2.2190762192035107,2.4368810864286616
2.2175410622336416,2.4290126849180593
2.2159514902518196,2.4203160613721812
2.2199050270144616,2.41043339076937
2.218428741846391,2.401488582540768
2.217415623719964,2.3944481591021223
2.216427580312315,2.3867688107629763
2.2199961922206914,2.3748154959793846
2.218942825734405,2.364863891453132
2.2183860788460503,2.358471656836829
2.217766988302413,2.350751160105549
2.219457353899786,2.339201529107323
2.218911809032122,2.329174255603976
2.218605137136294,2.321305862894907
2.218353090033235,2.312382567392828
2.2207583832376065,2.306836808413406
2.220672754910839,2.2992267902310344
2.220520094285596,2.2879730754384875
2.2204852454518194,2.278022613879969
2.224606739606775,2.2700027873904074
2.224640400972926,2.261026746097511
2.224728863929252,2.2524143478073273
2.224835707712399,2.243671025820527
2.2249786346822527,2.2348196882450737
2.2280763536240515,2.225935003619843
2.2282680395112044,2.2170577225960413
2.2284785766117867,2.208243182575618
2.2287194788102194,2.199343720813466
2.2322094863789186,2.190846564331702
2.232452276733015,2.1829372700383716
2.2327181961677915,2.1747555831674203
2.2330278811442215,2.165187570121935
2.2369921369965113,2.1564077948052036
2.2373861705404505,2.1476170073870784
2.2377657328615443,2.1387024622973705
2.238247536474361,2.1281517315014673
2.2421568082814223,2.1178589345609744
2.2424518216008136,2.112070507163181
2.2428130373918878,2.104562587831942
2.2433036002768607,2.09442245775187
2.2471716421944508,2.0856000013801252
2.247670495625333,2.0749871172386505
2.2481357219581244,2.0650316614499387
2.2484646508858,2.0586273309080543
2.2519437803493716,2.0508779143055293
2.2523956606817332,2.0396111550218103
2.2527709023033218,2.029689365235213
2.253050302778209,2.0214600287899565
2.253412317965999,2.0125581492240356
2.2555038282246223,2.0060905030436174
2.255774360671434,1.9983390964578411
2.2560912686389916,1.988292989795463
2.256346935071966,1.979278626646401
2.25703083010563,1.9713700771564486
2.257233219070193,1.9627399339030311
2.257452169682184,1.951999947108303
2.2575155216881075,1.94203171592864
2.2578752077278974,1.937290866343984
2.257788792520192,1.929467018554616
2.257634668963741,1.9178359532988003
2.257436714477094,1.9077342854469894
2.258161340542252,1.9009291700278064
2.257945858470667,1.8921832238581093
2.2577118760597767,1.885125586278359
2.2573850939751896,1.8775315173263885
2.2598616848798647,1.8648762707238393
2.2592414076656016,1.854715332704572
2.2588853579588255,1.8479608824556886
2.2584206721476647,1.8400170301852796
2.257001050650936,1.8318048745258986
2.256380272693401,1.822952409912975
2.255611409630349,1.8124790809283549
2.2548530820832946,1.8025665838087483
2.254335761545302,1.7963347837382242
2.256837178203836,1.7878786206708042
2.2560007257734824,1.7779420422216001
2.255217423137958,1.768959124021013
2.2542678606088744,1.7584867551599823
2.2563308815432364,1.7479166793805183
2.2557521864477414,1.7417328625964863
2.2550081849826373,1.734022445427784
2.253998800178843,1.7240423773383533
2.253338233323198,1.7161425491136255
2.252302375161388,1.70545494518525
2.2513145209102636,1.6952614809739162
2.250563258340464,1.6877368857946853
2.2485341013104927,1.6813172014167763
2.2475516263415547,1.6723088842780225
2.2465146326856194,1.6634656420470677
2.245641119370853,1.656241317481063
2.2447700741560177,1.6504632258099057
2.2436285015856603,1.6406472295015075
2.2426008290480186,1.6318458261983424
2.241366770341457,1.621192035719939
2.243514928051843,1.610761389431171
2.242609917690265,1.6030109547756246
2.2416006141102214,1.5942630966824267
2.240833398658565,1.5875445711171292
2.239852557195634,1.5802765121135067
2.2418884555931444,1.5705090716480081
2.2408260898844437,1.561416148226931
2.2395737522241124,1.5514157744019796
2.2381182221484663,1.541633358731461
2.2372396171659488,1.5366789218022416
2.236247830763449,1.5291783107821277
2.2346455298375316,1.5160666824715403
2.233477707723898,1.5062908696618311
2.234795029055947,1.4993216614816043
2.2337528365525507,1.4910129126535918
2.2328375796541065,1.4835086963813142
2.231924164509172,1.4757985169661276
2.23271661799501,1.4636721963627974
2.231596910331406,1.4536446994419046
2.2308837311554934,1.4457466116179332
2.2300830932540427,1.4368177143888918
2.231762058751219,1.427554305870604
2.2312086779603493,1.418656352328058
2.2308764709556743,1.4098741360654345
2.230614637520876,1.4010607616046995
2.232346551812298,1.3913383561390953
2.232249917732437,1.3824429051916785
2.2322332003873617,1.3736578398381674
2.2322823377586998,1.3648683540647397
2.232433139584589,1.357646981740226
2.234190769750329,1.3490933133111276
2.2345331984193377,1.3391946377572812
2.234929171048733,1.330275570296426
2.235343779708051,1.3215226494028915
2.2373131628455685,1.312290042925351
2.237852902902662,1.3018336052770088
2.2384328098471546,1.2919028378743629
2.238832228190078,1.2857185339671304
2.2354008271953525,1.2808553274689667
2.236075652969841,1.270918629234958
2.23669860438414,1.262022998708071
2.2374211363860956,1.2515691437777658
2.238907329542523,1.2410385434806752
2.239409267548988,1.233992182540828
2.2399881683852687,1.2258250492223932
2.240674499345322,1.2163301830334121
2.242228949230801,1.206291063345898
2.2429987138593446,1.1958615500417842
2.2437251976243204,1.1859830686697528
2.2442563123307457,1.179266260223808
2.2438126669529064,1.1725141018766234
2.244476020648253,1.163659538624193
2.2450839553066664,1.1554814507661708
2.2460129870393373,1.1430904359939178
2.2478778802474757,1.1314918757032586
2.2484648850368214,1.1238855772453904
2.2491229210269807,1.115087638845223
2.2498163571437484,1.1061309242385597
2.250497223962543,1.0972791447079415
2.251885777600114,1.0873893621942639
2.252557625900452,1.0785027631178947
2.2532124125469535,1.069707457811856
2.2538425438161798,1.0609233182266815
2.2550202976541542,1.0537765768734961
2.255559389772409,1.0463398485763797
2.2564786245833743,1.0342327697303342
2.257306721560223,1.024147480959757
2.2584709256759976,1.0170986947469727
2.2591011491811366,1.0082340359361708
2.2595761354418293,1.0013898383402957
2.2601289482659577,0.9937921605428929
2.259996004076968,0.9828860691902697
2.26066099860269,0.9728098967147046
2.261042463863555,0.9665755330453307
2.2615898261071474,0.9588322164776848
2.2573014057242755,0.9496048104078022
2.2580588776202806,0.9394644491320031
2.258607022334519,0.9316867821761985
2.2591376024773795,0.9230680400070455
2.259565301666171,0.9157435760331013
2.2611873445703283,0.9073764225065029
2.2619049806119937,0.8960029906949915
2.2625120198312314,0.8860947621814167
